MissionID,MissionNameShort,MissionNameFull,MissionAgencies,MissionStatus,LaunchDate,EOLDate,Applications,Instruments,InstrumentIDs,OrbitType,OrbitAltitude,OrbitPeriod,OrbitInclination,RepeatCycle,OrbitLST,OrbitLongitude,OrbitSense,MissionSite,DataAccessPortal
526,COSMO-SkyMed 2,COnstellation of small Satellites for Mediterranean basin Observation - 2,"ASI, MoD (Italy)",Currently being flown,9-Dec-07,Dec-19,"Environmental monitoring, surveillance and risk management applications, environmental resources management, maritime management, earth topographic mapping, law enforcement, informative / science applications.",SAR 2000,704,Sun-synchronous,620 km,97.1 mins,97.8 deg,16,6:00,,Ascending,http://www.asi.it/en/activity/earth_observation/cosmoskymed,
527,COSMO-SkyMed 3,COnstellation of small Satellites for Mediterranean basin Observation - 3,"ASI, MoD (Italy)",Currently being flown,25-Oct-08,Dec-19,"Environmental monitoring, surveillance and risk management applications, environmental resources management, maritime management, earth topographic mapping, law enforcement, informative / science applications.",SAR 2000,704,Sun-synchronous,620 km,97.1 mins,97.8 deg,16,6:00,,Ascending,http://www.asi.it/en/activity/earth_observation/cosmoskymed,
528,COSMO-SkyMed 4,COnstellation of small Satellites for Mediterranean basin Observation - 4,"ASI, MoD (Italy)",Currently being flown,6-Nov-10,Dec-19,"Environmental monitoring, surveillance and risk management applications, environmental resources management, maritime management, earth topographic mapping, law enforcement, informative / science applications.",SAR 2000,704,Sun-synchronous,620 km,97.1 mins,97.8 deg,16,6:00,,Ascending,http://www.asi.it/en/activity/earth_observation/cosmoskymed,
378,CryoSat,CryoSat (Earth Explorer Opportunity Mission),ESA,Mission complete,8-Oct-05,8-Oct-05,A radar altimetry mission to determine variations in the thickness of the Earth’s continental ice sheets and marine ice cover. Primary objective is to test the prediction of thinning arctic ice due to global warming.,"DORIS-NG, Laser Reflectors (ESA), SIRAL","181, 767, 688","Inclined, non-sun-synchronous",717 km,,92 deg,369,,,TBD,http://www.esa.int/export/esaLP/cryosat.html,
529,CryoSat-2,CryoSat-2 (Earth Explorer Opportunity Mission),ESA,Currently being flown,8-Apr-10,Dec-19,To determine fluctuations in the mass of the Earth’s major land and marine ice fields.,"DORIS-NG, Laser Reflectors (ESA), SIRAL","181, 767, 688","Inclined, non-sun-synchronous",717 km,100 mins,92 deg,369,0.25 degree nodal regression per day,,N/A,http://www.esa.int/cryosat,
849,CSES,China Seismo-Electromagnetic Satellite,"CNSA, ASI",Currently being flown,2-Feb-18,Dec-23,"Monitoring of electromagnetic field and waves, plasma and particle perturbations of the atmosphere, ionosphere and magnetosphere; and the study of their correlations with the occurrence of seismic events. Study of solar-terrestrial interactions and phenomena of solar physics; study of cosmic ray solar modulation.",HEPD,1788,Sun-synchronous,507 km,94.7 mins,97.4 deg,5,14:00,,Descending,http://cses.roma2.infn.it/,
634,CSG-1,COSMO-SkyMed di Seconda Generazione - 1,"ASI, MoD (Italy)",Currently being flown,18-Dec-19,Dec-26,"Environmental monitoring, surveillance and risk management applications, environmental resources management, maritime management, earth topographic mapping, law enforcement, informative / science applications.",CSG SAR,1519,Sun-synchronous,620 km,97.1 mins,97.8 deg,16,6:00,,Ascending,http://www.asi.it,
635,CSG-2,COSMO-SkyMed di Seconda Generazione - 2,"ASI, MoD (Italy)",Approved,Oct-20,Oct-27,"Environmental monitoring, surveillance and risk management applications, environmental resources management, maritime management, earth topographic mapping, law enforcement, informative / science applications.",CSG SAR,1519,Sun-synchronous,620 km,97.1 mins,97.8 deg,16,6:00,,Ascending,http://www.asi.it,
740,CYGNSS,Cyclone Global Navigation Satellite System,"NASA, NOAA",Currently being flown,15-Dec-16,Sep-20,"To understand the coupling between ocean surface properties, moist atmospheric thermodynamics, radiation and convective dynamics in the inner core of a Tropical Cyclone (TC)",DDMI (CYGNSS),1669,"Inclined, non-sun-synchronous",520 km,95 mins,35 deg,,,,Ascending,http://aoss-research.engin.umich.edu/missions/cygnss/,https://podaac.jpl.nasa.gov/datasetlist?ids=Platform&values=CYGNSS&view=list
414,DEMETER,Detection of Electro-Magnetic Emissions Transmitted from Earthquake Regions,CNES,Mission complete,29-Jun-04,10-Dec-10,"Micro-satellite to study; ionospheric disturbances related to seismic activity, ionospheric disturbances related to human activity, pre and post-seismic effects in the ionosphere, global information on the Earth's electromagnetic environment.","IAP, ICE, IDP, IMSC, ISL","748, 746, 750, 747, 749",Sun-synchronous,800 km,,,,10:30,,TBD,http://smsc.cnes.fr/DEMETER/index.htm,
776,DESIS-on-ISS,DLR Earth Sensing Imaging Spectrometer for MUSES,DLR,Currently being flown,29-Jun-18,Dec-19,"DESIS detects changes in the land surface, oceans and atmosphere; it will contribute to the development of effective measures to protect the environment and climate and allows scientists to detect changes in ecosystems and to make statements on the condition of forests and agricultural land. Among other things, its purpose is to secure and improve the global cultivation of food.",DESIS,1734,"Inclined, non-sun-synchronous",407 km,93 mins,51.6 deg,,,,Ascending,,
423,Diademe 1&2,,CNES,Currently being flown,15-Feb-67,Dec-50,Geodetic measurements using satellite laser ranging.,RRA,766,"Inclined, non-sun-synchronous",1200 km,108 mins,40 deg,,,,TBD,http://galileo.crl.go.jp/ilrs/diademe.html,
853,DMC3,Disaster Monitoring Constellation-3,UKSA,Currently being flown,10-Jul-15,Oct-22,"A constellation of 3 high resolution optical imaging satellites for land use monitoring, urban planning, crop monitoring and pollution monitoring",VHRI-100,1798,Sun-synchronous,649 km,97.7 mins,98 deg,,10:30,,Ascending,http://www.sstl.co.uk,
567,DMSAR,Disaster Management SAR,ISRO,N/A,1-Jul-11,1-Jul-16,"For disaster management purpose, mainly to overcome the problems of cloud during observation, most useful for flood and cyclone.",C/X SAR,921,Geostationary,36000 km,,,,,,N/A,,
302,DMSP F-10,Defense Meteorological Satellite Program F-10,NOAA,Mission complete,1-Dec-90,1-Dec-93,"The long-term meteorological programme of the US Department of Defense (DoD) - with the objective to collect and disseminate worldwide atmospheric, oceanographic, solar-geophyscial, and cloud cover data on a daily basis. (Primary operational satellite).","OLS, SSM/I, SSM/T-1","450, 451, 452",Sun-synchronous,830 km,101 mins,98.7 deg,,10:50,,TBD,http://www.ngdc.noaa.gov/dmsp/dmsp.html,
303,DMSP F-11,Defense Meteorological Satellite Program F-11,NOAA,Mission complete,1-Nov-91,1-Nov-91,"The long-term meteorological programme of the US Department of Defense (DoD) - with the objective to collect and disseminate worldwide atmospheric, oceanographic, solar-geophyscial, and cloud cover data on a daily basis. (Primary operational satellite).","OLS, SSB/X-2, SSI/ES-2, SSJ/4, SSM/I, SSM/T-1, SSM/T-2","450, 632, 633, 634, 451, 452, 453",Sun-synchronous,850 km,101 mins,98.7 deg,,19:30,,Ascending,http://www.ngdc.noaa.gov/dmsp/dmsp.html,
304,DMSP F-12,Defense Meteorological Satellite Program F-12,NOAA,Mission complete,29-Aug-94,30-Sep-04,"The long-term meteorological programme of the US Department of Defense (DoD) - with the objective to collect and disseminate worldwide atmospheric, oceanographic, solar-geophyscial, and cloud cover data on a daily basis.","OLS, SSB/X-2, SSI/ES-2, SSJ/4, SSM, SSM/I, SSM/T-1, SSM/T-2","450, 632, 633, 634, 635, 451, 452, 453",Sun-synchronous,833 km,101 mins,98.7 deg,,19:29,,Ascending,http://dmsp.ngdc.noaa.gov/dmsp.html,
305,DMSP F-13,Defense Meteorological Satellite Program F-13,NOAA,Mission complete,24-Mar-97,1-May-08,"The long-term meteorological programme of the US Department of Defense (DoD) - with the objective to collect and disseminate worldwide atmospheric, oceanographic, solar-geophyscial, and cloud cover data on a daily basis. (Primary operational satellite).","OLS, SSI/ES-2, SSJ/4, SSM, SSM/I, SSM/T-1","450, 633, 634, 635, 451, 452",Sun-synchronous,833 km,101 mins,98.7 deg,,18:12,,Ascending,http://dmsp.ngdc.noaa.gov/dmsp.html,
306,DMSP F-14,Defense Meteorological Satellite Program F-14,"NOAA, USAF",Currently being flown,4-Apr-97,Jan-26,"The long-term meteorological programme of the US Department of Defense (DoD) - with the objective to collect and disseminate worldwide atmospheric, oceanographic, solar-geophyscial, and cloud cover data on a daily basis. Tactical use only; on-board tape recorders failed; special sensor microwave instrument no longer operational; no longer provides global data.","OLS, SSB/X-2, SSI/ES-2, SSJ/4, SSM, SSM/I, SSM/T-1, SSM/T-2","450, 632, 633, 634, 635, 451, 452, 453",Sun-synchronous,833 km,101 mins,98.7 deg,,20:29,,Ascending,http://dmsp.ngdc.noaa.gov/dmsp.html,
345,DMSP F-15,Defense Meteorological Satellite Program F-15,"NOAA, USAF",Currently being flown,12-Dec-99,Jan-26,The long-term meteorological programme of the US Department of Defense (DoD) - with the objective to collect and disseminate worldwide cloud cover data on a daily basis. (Primary operational satellite).,"OLS, SSI/ES-2, SSJ/4, SSM, SSM/I, SSM/T-1, SSM/T-2","450, 633, 634, 635, 451, 452, 453",Sun-synchronous,833 km,101 mins,98.9 deg,,20:29,,Ascending,http://dmsp.ngdc.noaa.gov/dmsp.html,
381,DMSP F-16,Defense Meteorological Satellite Program F-16,"NOAA, USAF",Currently being flown,18-Oct-03,Jan-26,The long-term meteorological programme of the US Department of Defense (DoD) - with the objective to collect and disseminate worldwide cloud cover data on a daily basis.,"OLS, SSI/ES-3, SSJ/5, SSM, SSM/IS, SSULI, SSUSI","450, 739, 740, 635, 454, 741, 742",Sun-synchronous,833 km,101 mins,98.9 deg,,21:32,,Ascending,http://dmsp.ngdc.noaa.gov/dmsp.html,
408,DMSP F-17,Defense Meteorological Satellite Program F-17,"NOAA, USAF",Currently being flown,4-Nov-06,Jan-26,The long-term meteorological programme of the US Department of Defense (DoD) - with the objective to collect and disseminate worldwide cloud cover data on a daily basis.,"OLS, SSI/ES-3, SSM, SSM/IS, SSULI, SSUSI","450, 739, 635, 454, 741, 742",Sun-synchronous,850 km,101 mins,98.7 deg,,17:31,,Ascending,http://dmsp.ngdc.noaa.gov/dmsp.html,
409,DMSP F-18,Defense Meteorological Satellite Program F-18,"NOAA, USAF",Currently being flown,18-Oct-09,Jan-26,The long-term meteorological programme of the US Department of Defense (DoD) - with the objective to collect and disseminate worldwide cloud cover data on a daily basis.,"OLS, SSI/ES-3, SSM, SSM/IS, SSULI, SSUSI","450, 739, 635, 454, 741, 742",Sun-synchronous,850 km,101 mins,98.7 deg,,17:31,,Ascending,http://dmsp.ngdc.noaa.gov/dmsp.html,
410,DMSP F-19,Defense Meteorological Satellite Program F-19,"NOAA, USAF",Mission complete,3-Apr-14,11-Feb-16,The long-term meteorological programme of the US Department of Defense (DoD) - with the objective to collect and disseminate worldwide cloud cover data on a daily basis.,"OLS, SSI/ES-3, SSM, SSM/IS, SSULI, SSUSI","450, 739, 635, 454, 741, 742",Sun-synchronous,833 km,101 mins,98.7 deg,,17:31,,Ascending,http://dmsp.ngdc.noaa.gov/dmsp.html,
411,DMSP F-20,Defense Meteorological Satellite Program F-20,"NOAA, USAF",Cancelled,1-Jan-20,1-Jan-25,Launch date is to be determined. Spacecraft is on call-up. The long-term meteorological programme of the US Department of Defense (DoD) - with the objective to collect and disseminate worldwide cloud cover data on a daily basis.,"OLS, SSI/ES-3, SSM, SSM/IS, SSULI, SSUSI","450, 739, 635, 454, 741, 742",Sun-synchronous,850 km,101 mins,98.7 deg,,17:30,,Ascending,http://dmsp.ngdc.noaa.gov/dmsp.html,
500,DMSP F-7,Defense Meteorological Satellite Program F-7,NOAA,Mission complete,18-Nov-83,30-Sep-02,"The long-term meteorological programme of the US Department of Defense (DoD) - with the objective to collect and disseminate worldwide atmospheric, oceanographic, solar-geophyscial, and cloud cover data on a daily basis. (Primary operational satellite).",,,Sun-synchronous,830 km,101 mins,98.7 deg,,5:55,,Descending,http://dmsp.ngdc.noaa.gov/dmsp.htmlhttp://dmsp.ngdc.noaa.gov/dmsp.html,
300,DMSP F-8,Defense Meteorological Satellite Program F-8,NOAA,Mission complete,1-Jun-87,30-Sep-04,"The long-term meteorological programme of the US Department of Defense (DoD) - with the objective to collect and disseminate worldwide atmospheric, oceanographic, solar-geophyscial, and cloud cover data on a daily basis. (Primary operational satellite).","OLS, SSB/X, SSM/I, SSM/T-1","450, 738, 451, 452",Sun-synchronous,830 km,101 mins,98.7 deg,,5:55,,Descending,http://dmsp.ngdc.noaa.gov/dmsp.html,
301,DMSP F-9,Defense Meteorological Satellite Program F-9,NOAA,Mission complete,1-Feb-88,1-Feb-91,"The long-term meteorological programme of the US Department of Defense (DoD) - with the objective to collect and disseminate worldwide atmospheric, oceanographic, solar-geophyscial, and cloud cover data on a daily basis. (Primary operational satellite).","OLS, SSM/T-1","450, 452",Sun-synchronous,830 km,101 mins,98.7 deg,,9:30,,TBD,http://www.ngdc.noaa.gov/dmsp/dmsp.html,
350,DSCOVR,Deep Space Climate Observatory,"NOAA, USAF, NASA",Currently being flown,11-Feb-15,Feb-20,Measure a combination of solar phenomena and earth science measurements. Provides 15 min warning for solar storms (CME) events. Provides full disk Earth observations at 10 wavelengths with 2-4 hour cadence. This mission is positioned at the Earth-Sun L-1 point.,"EPIC, ES, FC, NISTAR, PHA, PlasMag","1615, 1648, 1783, 647, 1649, 1650",Earth-Sun L-1,150000 km,259200 mins,,1,Every 3 months.,,N/A,http://www.nesdis.noaa.gov/DSCOVR/,https://search.earthdata.nasa.gov/search?q=DSCOVR
912,DubaiSat-1,DubaiSat-1,"MBRSC, UAE SA",Mission complete,29-Jul-09,29-Jul-13,"DubaiSat-1 is the first Earth observation satellite owned by the UAE. Since it was launched in 2009, it has captured and sent a large number of satellite images at a resolution of 2.5 meters. It was developed to be the first step for the UAE to enter the space age by developing the first main batch of space specialised engineers who have played a leading role in transferring their knowledge to the second generation of Emirati space engineers.",DMAC,1886,Sun-synchronous,686 km,97.7 mins,98.13 deg,8,10:00:00,,Ascending,https://mbrsc.ae/en/page/dubai-sat-1,
913,DubaiSat-2,DubaiSat-2,"MBRSC, UAE SA",Currently being flown,21-Nov-13,Nov-20,"DubaiSat-2 is a continuation of the Knowledge Transfer Programme that started with the manufacturing of DubaiSat-1. It provides satellite imaging services at a resolution of 1 meter to meet the needs of local and international clients. The mission objectives are: to develop a mini satellite system of less than 300 kg for Earth observation; to provide electro-optical imagery, that can be commercialized, of the UAE and other areas with a spatial resolution of 1m PAN (panchromatic) and 4m MS (multispectral) from a reference orbit of 600 km altitude; to develop and implement new technologies, not used in DubaiSat-1, that can be used in future space programmes; and, to continue training for UAE's space programme.",HiRAIS,1887,Sun-synchronous,600 km,,97.1 deg,8,10:30:00,,Descending,https://mbrsc.ae/en/page/dubai-sat-2,
580,EarthCARE,EarthCARE,"ESA, JAXA",Approved,Jun-22,Jun-25,To Improve the understanding of atmospheric cloud–aerosol interactions and of the Earth's radiative balance towards enhancing climate and numerical weather prediction models. The 2 active and 2 passive instruments of EarthCARE make unique data product synergies possible.,"ATLID, BBR (EarthCARE), CPR (EarthCARE), MSI (EarthCARE)","374, 937, 372, 938",Sun-synchronous,393 km,,97 deg,25,14:00,,Descending,http://www.esa.int/Our_Activities/Observing_the_Earth/The_Living_Planet_Programme/Earth_Explorers/EarthCARE/ESA_s_cloud_aerosol_and_radiation_mission,
491,EarthCARE,ESA's cloud & aerosol,ESA,N/A,1-Jan-12,1-Jan-15,"Meteorology, climatology.",,,,,,,,,,,http://www.esa.int/esaLP/ASESMYNW9SC_LPearthcare_0.html,
523,EARTHPROBE,EARTHPROBE,ESA,N/A,,,"Meteorology, climatology.",,,,,,,,,,,http://www.esa.int/esaLP/ASESMYNW9SC_LPearthcare_0.html,
765,ECOSTRESS-on-ISS,International Space Station/ECOsystem Spaceborne Thermal Radiometer Experiment on Space Station (ECOSTRESS),"NASA, USGS",Currently being flown,29-Jun-18,Sep-20,"Uses a high-resolution thermal infrared radiometer to measure plant evapotranspiration, the loss of water from growing leaves and evaporation from the soil. These data will reveal how ecosystems change with climate and provide a critical link between the water cycle and effectiveness of plant growth, both natural and agricultural.",ECOSTRESS,1714,"Inclined, non-sun-synchronous",407 km,93 mins,51.6 deg,,,,Ascending,https://ecostress.jpl.nasa.gov/,https://earthdata.nasa.gov/about/daacs/daac-lpdaac
152,Elektro-L N1,Geostationary Operational Meteorological Satellite,"ROSKOSMOS, ROSHYDROMET",Mission complete,20-Jan-11,1-May-17,"Hydrometeorology, heliogeophysics, climatology, cloud information.","DCS , GGAK-E, MSU-GS","799, 847, 784",Geostationary,36000 km,,,,,14.5,N/A,http://planet.iitp.ru; http://eng.ntsomz.ru/ks_dzz/satellites,http://geoportal.ntsomz.ru/
530,Elektro-L N2,Geostationary Operational Meteorological Satellite,"ROSKOSMOS, ROSHYDROMET",Currently being flown,11-Dec-15,Dec-25,"Hydrometeorology, heliogeophysics, climatology, cloud information.","DCS , GGAK-E, MSU-GS","799, 847, 784",Geostationary,35800 km,,,,,76,N/A,http://planet.iitp.ru; http://eng.ntsomz.ru/ks_dzz/satellites,http://geoportal.ntsomz.ru/
